date,id,text, bot_non_bot
Fri Apr 20 23:11:58 +0000 2018,987468948559065089,This Parkland student hosted a livestream supporting the Second Amendment while his classmates walked out of class… https://t.co/KQBFVukWZf, 1
Fri Apr 20 23:07:17 +0000 2018,987467772371365893,"RT @CNNSitRoom: ""Perhaps they [Kim Jong Un and President Trump] both came to their senses and said maybe it's time for negotiations. If tha…", 1
Fri Apr 20 23:05:01 +0000 2018,987467201329348608,"US President Trump tweets in response to news that North Korean leader Kim Kong Un is suspending nuclear tests: ""Th… https://t.co/WgpLLoBISA", 1
Fri Apr 20 22:57:06 +0000 2018,987465207747350530,"The CIA has declassified an internal memo that absolves Gina Haspel, President Donald Trump's nominee for CIA direc… https://t.co/0GBP5nHUXp", 1
Fri Apr 20 22:56:25 +0000 2018,987465037785845765,The CDC has expanded its warning about an E. coli outbreak connected to romaine lettuce to cover all forms of romai… https://t.co/371suAC3G3, 1
Fri Apr 20 22:42:07 +0000 2018,987461438632579072,"They stowed away on trains, slept in shelters and marched in protests. As migrants from a caravan reach the US-Mexi… https://t.co/dPFgg3hrAE", 1
Fri Apr 20 22:34:41 +0000 2018,987459566563667968,North Korean leader Kim Jong Un said the regime no longer needs nuclear tests or intercontinental ballistic missile… https://t.co/CIbuNtoSa2, 1
Fri Apr 20 22:32:09 +0000 2018,987458931093049346,A federal appeals court has ruled that an Indiana abortion law signed by Vice President Mike Pence when he served a… https://t.co/ggSx77DEuL, 1
Fri Apr 20 22:30:47 +0000 2018,987458587021594625,BREAKING: North Korea is suspending nuclear and missile tests and shutting a nuclear test site ahead of Trump summi… https://t.co/saePpXvrJu, 1
Fri Apr 20 22:18:35 +0000 2018,987455514257887232,The CDC has expanded its warning about an E. coli outbreak connected to romaine lettuce to cover all forms of romai… https://t.co/P3mW1DsEGV, 1
Fri Apr 20 22:08:16 +0000 2018,987452920349319173,"French President Emmanuel Macron will address a joint session of Congress on April 25 as part of his state visit, a… https://t.co/QaeeFZm4vg", 1
Fri Apr 20 21:58:11 +0000 2018,987450382585679875,"The Democrat who challenged Nancy Pelosi is speaking at  Democratic Rep. Jim Clyburn's annual ""World Famous Fish Fr… https://t.co/43TGfOuu8L", 1
Fri Apr 20 21:48:05 +0000 2018,987447840506044417,"The driver of a tractor-trailer found in Texas last summer packed with dozens of undocumented immigrants, 10 of who… https://t.co/yVq46AA86l", 1
Fri Apr 20 21:47:22 +0000 2018,987447660801150978,"RT @CNNSitRoom: Rep. Jackie Speier says the DNC lawsuit alleging Russia, Trump campaign, WikiLeaks conspiracy is ""ill-conceived."" She added…", 1
Fri Apr 20 21:37:48 +0000 2018,987445253459402752,"56,000 Legos. 11 months. 10 years old. https://t.co/eluloTA06Q", 1
Fri Apr 20 21:26:46 +0000 2018,987442475756347393,Potential Democratic 2020 contenders are rushing to back marijuana legalization https://t.co/W5uowZFqo7, 1
Fri Apr 20 21:15:49 +0000 2018,987439721214341120,"A new study claims that Hans Asperger, the physician for whom Asperger's syndrome was named, actively cooperated wi… https://t.co/G7E0rh5t7M", 1
Fri Apr 20 21:02:06 +0000 2018,987436269486723072,The Parkland students are vocal about including all young people who have been affected by gun violence. @bemeapp w… https://t.co/6iw2KQmYa0, 1
Fri Apr 20 20:51:24 +0000 2018,987433573639536640,Why smoking pot can lead to the munchies https://t.co/GZ1qpm9oOx https://t.co/mL3cwLmoJF, 1
Fri Apr 20 20:41:28 +0000 2018,987431076309229569,A victim of the Parkland massacre used to call his mom every day. Now she hears from a student her son helped save… https://t.co/afewfd4lwt, 1
Fri Apr 20 20:36:58 +0000 2018,987429942123290625,"RT @TheLeadCNN: White House deputy press secretary Raj Shah: Comey has ""a real credibility problem,"" says ""at no point does James Comey all…", 1
Fri Apr 20 20:30:41 +0000 2018,987428363043209218,What happens to planes when they retire? https://t.co/icZlUVJby4 https://t.co/VXTCUi9U6J, 1
Fri Apr 20 20:20:24 +0000 2018,987425771538010112,"There are nearly 160,000 pilots in America. Fewer than 7,000 are women. https://t.co/p6VQ5NIqDh https://t.co/gsaD7pXxyC", 1
Fri Apr 20 20:05:34 +0000 2018,987422039026950145,We shouldn't be surprised that Southwest's hero pilot is a woman | By Juliette Kayyem via @CNNOpinion… https://t.co/RaKMoZa5Vk, 1
Fri Apr 20 19:51:05 +0000 2018,987418395003023360,More than 95% of the world's population is breathing unhealthy air -- and the poorest nations are the hardest hit https://t.co/6VAdKMW5kT, 1
Fri Apr 20 19:36:06 +0000 2018,987414625833668609,"A student at Forest High School in Ocala, Florida, took this photo after other students and a teacher barricaded th… https://t.co/K8gmoWJqVD", 1
Fri Apr 20 19:26:29 +0000 2018,987412205770551297,"Marijuana is notorious for slowing certain cognitive functions such as learning, memory and attention span. But new… https://t.co/AtxW1wsssA", 1
Fri Apr 20 19:17:16 +0000 2018,987409886639247362,"Today’s shooting at Forest High School in Ocala, Florida, brings the number of US school shootings so far this year… https://t.co/TQV2UDaMGA", 1
Fri Apr 20 19:08:08 +0000 2018,987407585677598720,"This man needed a kidney, and a classmate from 50 years ago whom he barely knew answered the call… https://t.co/J2CStwFXLa", 1
Fri Apr 20 19:00:22 +0000 2018,987405630297255938,"This Arizona teacher might earn $50,000 more a year by driving just 10 more minutes to work in California… https://t.co/2aL7YuZoWm", 1
Fri Apr 20 18:50:03 +0000 2018,987403037395300353,Wells Fargo is being fined $1 billion for forcing customers into car insurance and charging mortgage borrowers unfa… https://t.co/VMnvyWvCN7, 1
Fri Apr 20 18:40:24 +0000 2018,987400608654209024,This surfing legend has been rescuing people and animals after severe rain and mudslides struck Hawaii last weekend… https://t.co/0V0z8mHkWJ, 1
Fri Apr 20 18:30:48 +0000 2018,987398191250333697,Apple's stock sinks on fears of slowing iPhone sales https://t.co/SyA5PNZewD https://t.co/3hGWGbV56r, 1
Fri Apr 20 18:30:08 +0000 2018,987398025357258752,"Tired of waiting for electricity in Puerto Rico, this man decided to build his own solar power system… https://t.co/Xm12CZ9MDI", 1
Fri Apr 20 18:14:41 +0000 2018,987394134796374016,"JUST IN: Grammy nominated Swedish DJ Avicii died Friday, his publicist confirms. He was 28. https://t.co/xv5QA49uO0 https://t.co/Qqj2vRcel7", 1
Fri Apr 20 18:14:38 +0000 2018,987394122863595520,"A former Forbes reporter claims that Donald Trump, before he was president, called him posing as ""John Barron,"" a p… https://t.co/MA8fOIhHo5", 1
Fri Apr 20 17:40:07 +0000 2018,987385435121995776,One of embattled EPA Administrator Scott Pruitt's most trusted advisers sought to retroactively change her resignat… https://t.co/ISzHIZXy4G, 1
Fri Apr 20 17:30:07 +0000 2018,987382918933827589,"This Arizona teacher might earn $50,000 more a year by driving just 10 more minutes to work in California… https://t.co/S8c8zsQBz8", 1
Fri Apr 20 17:20:10 +0000 2018,987380414762438657,Republicans want to give states $1 billion a year to help food stamp recipients find work https://t.co/TdYfvHL3pr https://t.co/XeDm4YG8a9, 1
Fri Apr 20 17:10:04 +0000 2018,987377873123241984,"Today’s shooting at Forest High School in Ocala, Florida, brings the number of US school shootings so far this year… https://t.co/taMHRp6BA1", 1
Fri Apr 20 17:00:12 +0000 2018,987375389310889984,Here's everything we know about the interconnected web of companies that make up Trump's business empire… https://t.co/Y54461O0X9, 1
Fri Apr 20 16:55:32 +0000 2018,987374216541597696,"Arizona teachers voted for a statewide walkout next week, escalating their push for higher pay and increased school… https://t.co/1nHJub6TEi", 1
Fri Apr 20 16:40:12 +0000 2018,987370356880150532,Former FBI Director James Comey says he laughed when President Trump suggested he might have to jail journalists to… https://t.co/VzIaz19JKh, 1
Fri Apr 20 16:30:18 +0000 2018,987367868437291008,"A student at Forest High School in Ocala, Florida, took this photo after other students and a teacher barricaded th… https://t.co/7ojz7kYOtn", 1
Fri Apr 20 16:30:10 +0000 2018,987367834325078017,"The Democratic National Committee is suing, alleging that Russia, the Trump campaign and WikiLeaks conspired to int… https://t.co/PMKAlQClFO", 1
Fri Apr 20 16:10:05 +0000 2018,987362777344954368,Reporter: Trump tricked me into listing his worth at $100 million. He was worth far less. https://t.co/phKspWKgHw, 1
Fri Apr 20 16:01:00 +0000 2018,987360492963450882,"""We have to ensure that everybody's voice is heard equally, or nobody's will be"": David Hogg says voices from diver… https://t.co/0g5st2dySq", 1
Fri Apr 20 15:50:00 +0000 2018,987357725217652737,A new allegation says Trump lied about his wealth. Here's what we do know: https://t.co/uvE4vLnX1v | Analysis by… https://t.co/GXLQTHU69M, 1
Fri Apr 20 15:40:54 +0000 2018,987355435765305347,"Students at Marjory Stoneman Douglas High in Parkland, Florida, are signing a banner that reads ""Never Again""

It w… https://t.co/PugZEAHo1h", 1
Fri Apr 20 15:30:07 +0000 2018,987352721857699842,The 11 must-read moments from James Comey's private memos | Analysis by @CillizzaCNN https://t.co/ie2H9pJ4gK https://t.co/uoY1PvAOQD, 1
Fri Apr 20 15:23:47 +0000 2018,987351125321027584,Walmart is testing a new dress code that would allow workers to wear blue jeans https://t.co/7k2OLdtBRN https://t.co/QBSayBzFfb, 1
Fri Apr 20 15:10:05 +0000 2018,987347677779255297,The number 420 has long been shorthand for smoking marijuana. Here's why: https://t.co/K1KxFuoYjN https://t.co/wS0wtbmUrr, 1
Fri Apr 20 15:07:58 +0000 2018,987347147690520576,RT @ryanobles: Student protestors arrive on Capitol Hill shouting “Do your job Congress!” https://t.co/0ItMmQbL3B, 1
Fri Apr 20 15:00:08 +0000 2018,987345177508569089,This is the 16-year-old behind the National School Walkout https://t.co/NP1t6RWAKO https://t.co/Od7P3Wat82, 1
Fri Apr 20 14:50:09 +0000 2018,987342661630775296,"22 years
3 Premier League titles
7 FA Cups

An end of an era for Arsenal as Arsene Wenger bids goodbye:… https://t.co/8CWGABGYJ2", 1
Fri Apr 20 14:40:08 +0000 2018,987340143047700482,"This Arizona teacher might earn $50,000 more a year by driving just 10 more minutes to work in California… https://t.co/qNkvqiznKM", 1
Fri Apr 20 14:30:03 +0000 2018,987337606110306305,Wells Fargo is being fined $1 billion for forcing customers into car insurance and charging mortgage borrowers unfa… https://t.co/1DXSCrUqnb, 1
Fri Apr 20 14:20:20 +0000 2018,987335161351196672,"School walkouts have been cancelled district-wide in Marion County, Florida, after a school shooting at Forest High… https://t.co/y8mh58eclo", 1
Fri Apr 20 14:15:43 +0000 2018,987333996853059584,RT @ryanobles: Students protesting in front of the White House are wearing price tags to mock the donations politicians receive from gun ri…, 1
Fri Apr 20 14:15:15 +0000 2018,987333880075227138,"The principal of Marjory Stoneman Douglas High School, where 17 people were killed in a school shooting in February… https://t.co/BAmLtSZfIG", 1
Fri Apr 20 14:14:35 +0000 2018,987333712420528133,RT @betsy_klein: 19 minutes of silence currently underway here in Lafayette Park outside the White House as students walk out to protest gu…, 1
Fri Apr 20 14:12:34 +0000 2018,987333203605315584,"Students from more than 2,500 schools across the country are walking out of class as part of a National School Walk… https://t.co/WNaP3OS5Yv", 1
Fri Apr 20 14:00:13 +0000 2018,987330097513410560,Today marks the 19th anniversary of the Columbine High School massacre that took the lives of 12 students and one t… https://t.co/E1SqnkyYR9, 1
Fri Apr 20 13:50:07 +0000 2018,987327556918632449,"A former Forbes reporter claims that Donald Trump, before he was president, called him posing as ""John Barron,"" a p… https://t.co/nVzXRgsuDJ", 1
Fri Apr 20 13:43:36 +0000 2018,987325915830128641,Two deputies were killed Thursday when a man walked up to the window of a Florida restaurant where they were eating… https://t.co/3xlFUAFxzY, 1
Fri Apr 20 13:29:13 +0000 2018,987322297735434241,"JUST IN: Deputies are responding to a shooting at a high school in Ocala, Florida. A suspect is in custody and at l… https://t.co/q67tOKJflK", 1
Fri Apr 20 13:20:24 +0000 2018,987320078713712640,This surfing legend has been rescuing people and animals after severe rain and mudslides struck Hawaii last weekend… https://t.co/2R4A8jIrnE, 1
Fri Apr 20 13:09:28 +0000 2018,987317325425795072,JUST IN: SunTrust Bank says a former employee may have tried to print information on about 1.5 million customers an… https://t.co/bNgJzhxwdP, 1
Fri Apr 20 13:00:06 +0000 2018,987314969359388678,"Tired of waiting for electricity in Puerto Rico, this man decided to build his own solar power system… https://t.co/3mjYkankK3", 1
Fri Apr 20 12:58:46 +0000 2018,987314631327830017,"A new study claims that Hans Asperger, the physician for whom Asperger's syndrome was named, actively cooperated wi… https://t.co/HdT8EvlWRY", 1
Fri Apr 20 12:38:26 +0000 2018,987309515753353216,"Arizona teachers voted for a statewide walkout next week, escalating their push for higher pay and increased school… https://t.co/5XJq2hZ6Tj", 1
Fri Apr 20 12:26:07 +0000 2018,987306415315447811,This is the 16-year-old behind the National School Walkout https://t.co/RiD0yruNOQ https://t.co/AWA9LODgn1, 1
Fri Apr 20 12:16:53 +0000 2018,987304092467855360,Exclusive: Ads from over 300 companies and organizations — from Adidas to Amazon — ran on YouTube channels promotin… https://t.co/6qCio7UzYF, 1
Fri Apr 20 12:00:08 +0000 2018,987299875288244224,A growing number of university professors have come up with some clever ways to teach Weed 101… https://t.co/1zjAsUUnoY, 1
Fri Apr 20 11:50:08 +0000 2018,987297359271989249,President Trump announces he will deliver a commencement speech at the United States Naval Academy next month… https://t.co/soHregia9G, 1
Fri Apr 20 11:40:08 +0000 2018,987294841842388992,What the US and North Korea mean when they talk about denuclearization https://t.co/ELQ9ovZ2Kg https://t.co/OU0IXcVoqT, 1
Fri Apr 20 11:30:03 +0000 2018,987292308222676992,"Students from more than 2,500 schools across the country are expected to stream out of class Friday as part of a Na… https://t.co/YrJf1WWyfu", 1
Fri Apr 20 11:20:06 +0000 2018,987289802910392320,Why smoking pot gives you the munchies https://t.co/pZf8lgud5v https://t.co/RqWyp4HWLv, 1
Fri Apr 20 11:11:05 +0000 2018,987287532441305088,"5 things for Friday:

- The Comey memos
- North Korea
- Arizona teacher walkout
- YouTube
- Berlin… https://t.co/Fl8jx0UNLg", 1
Fri Apr 20 11:02:06 +0000 2018,987285271518629888,The number 420 has long been shorthand for smoking marijuana. Here's why: https://t.co/nEmXUG1T31 https://t.co/bGbrlaaVAW, 1
Fri Apr 20 10:57:51 +0000 2018,987284204978429952,"Southwest gives $5,000 checks to passengers on Flight 1380 https://t.co/mfBKqLRatK https://t.co/cmSd2RglCP", 1
Fri Apr 20 10:40:04 +0000 2018,987279726283837440,"Comey memos detail Trump's comments on Russia and his reservations about Flynn https://t.co/O0opo8ljRD

Read the me… https://t.co/RdJCVxLVpa", 1
Fri Apr 20 10:34:07 +0000 2018,987278229475151872,Newly released images show a glimpse of life inside Prince's Paisley Park https://t.co/YF4HOJiJPQ https://t.co/zQco1KeWst, 1
Fri Apr 20 10:25:20 +0000 2018,987276018934218752,A backpacker trapped in torrential rains in Hawaii survived by hiking 20 miles in sandals https://t.co/q5kK8DlQxQ https://t.co/gmrboO8nCt, 1
Fri Apr 20 10:02:16 +0000 2018,987270216097902592,"22 years
3 Premier League titles
7 FA Cups

An end of an era for Arsenal as Arsene Wenger bids goodbye:… https://t.co/Y9yysn3lGC", 1
Fri Apr 20 09:44:11 +0000 2018,987265662769917952,RT @cnnsport: “I am grateful for having had the privilege to serve the club for so many memorable years ... I managed the club with full co…, 1
Fri Apr 20 09:20:53 +0000 2018,987259802387668992,"Under Wenger, Arsenal won the Premier League title in 1998, 2002, and 2004, as well as seven FA Cups https://t.co/ddiPxN5gdQ", 1
Fri Apr 20 09:18:00 +0000 2018,987259073497354241,Arsene Wenger is the longest serving manager in the English Premier League https://t.co/ddiPxN5gdQ, 1
Fri Apr 20 09:05:21 +0000 2018,987255891983560705,"JUST IN: Arsene Wenger to leave his role as Arsenal manager at the end of the season, after 22 years at the footbal… https://t.co/M4P8H46CZc", 1
Fri Apr 20 09:04:08 +0000 2018,987255583794442240,"Meghan Markle may be marrying into the British royal family, but she still has to take the same UK citizenship test… https://t.co/Pl4E1cm0D2", 1
Fri Apr 20 08:51:02 +0000 2018,987252290166886400,The summit is fast approaching between North and South Korea. The most important topic on the agenda? Denuclearizat… https://t.co/Xgbr0L5v5y, 1
Fri Apr 20 08:40:54 +0000 2018,987249736544595968,"Brisa de Angulo, a survivor of sexual abuse, was 17 when she set out to fix a broken system https://t.co/ixVFHxvhXq https://t.co/x3jysjSh0v", 1
Fri Apr 20 08:30:12 +0000 2018,987247046087380992,LA Fitness has apologized after accusations that two black patrons at a New Jersey club were racially profiled and… https://t.co/QR86XsYRtN, 1
Fri Apr 20 08:22:04 +0000 2018,987244997367025664,"Arizona teachers voted for a statewide walkout next week, escalating their push for higher pay and increased school… https://t.co/szrXZe2l86", 1
Fri Apr 20 08:12:03 +0000 2018,987242479228456960,President Donald Trump's claim that he's ready to walk away in the middle of a summit with North Korea underscores… https://t.co/4AbBJvqxyp, 1
Fri Apr 20 07:59:03 +0000 2018,987239206626975746,"The first signs of incoming monsoon rains have been felt in Rohingya refugee camps in southeastern Bangladesh, ""thr… https://t.co/aaSe8d96KX", 1
Fri Apr 20 07:48:51 +0000 2018,987236639851339776,Read James Comey's memos https://t.co/uQjXMtHDHY https://t.co/d5DnxLJJSK, 1
Fri Apr 20 07:38:46 +0000 2018,987234100057649154,"A surgical hole has been found in a Stone Age cow skull, researchers say https://t.co/zMjJnOiUD2 https://t.co/FdmlBpvyhY", 1
Fri Apr 20 07:26:53 +0000 2018,987231110013816832,If House Republicans thought they were helping President Donald Trump by forcing the release of James Comey's memos… https://t.co/sgGDeT76sb, 1
Fri Apr 20 07:22:03 +0000 2018,987229896740089856,"China's ZTE claims that the ban imposed this week by the US Commerce Department was ""extremely unfair"" and that the… https://t.co/3bYrsNfBGe", 1
Fri Apr 20 07:09:04 +0000 2018,987226628836208640,Backpacker trapped in the torrential rains in Hawaii survived by hiking 20 miles in sandals https://t.co/yXfrF7zQmm https://t.co/zmDPNNSEi6, 1
Fri Apr 20 07:02:44 +0000 2018,987225034371592192,Walmart is testing a new dress code that would allow workers to wear blue jeans https://t.co/O7TpkYUwxm https://t.co/efy1VXjQZr, 1
Fri Apr 20 06:52:35 +0000 2018,987222479574847489,"Southwest gives $5,000 checks to passengers on Flight 1380 https://t.co/WM3j3VDK5h https://t.co/BK9WbN2c0f", 1
Fri Apr 20 06:42:55 +0000 2018,987220048577114112,Democratic Sen. Heidi Heitkamp became the first Democrat to announce her support for Mike Pompeo's nomination for s… https://t.co/18j1pArrbI, 1
Fri Apr 20 06:31:59 +0000 2018,987217294035161088,"With the end of his second term in sight, Colorado Gov. John Hickenlooper is weighing his political future and says… https://t.co/fvvydXx4C3", 1
Fri Apr 20 06:20:20 +0000 2018,987214361990189057,Cycling legend Lance Armstrong will pay the United States $5 million for using performance-enhancing drugs while th… https://t.co/exmsMAqJoT, 1
Fri Apr 20 06:08:49 +0000 2018,987211466448297984,The Democrats' lead in House polling is tightening. Here's what it means | Analysis by CNN's Harry Enten… https://t.co/jNNIyMetqi, 1
Fri Apr 20 05:57:12 +0000 2018,987208543001604101,"One concussion could increase the risk of developing Parkinson's disease, according to new research in veterans… https://t.co/qOLAzYGX2G", 1
Fri Apr 20 05:46:19 +0000 2018,987205802967687168,"Sorry, Beyhive: You can't livestream Beyoncé's second Coachella performance https://t.co/YRITH2JFrR https://t.co/dWXkHXKJ6I", 1
Fri Apr 20 05:42:35 +0000 2018,987204864542478341,"Arizona teachers overwhelmingly voted in favor of a statewide walkout next week, escalating their push for higher p… https://t.co/DczmJXBBFZ", 1
Fri Apr 20 05:35:31 +0000 2018,987203086744739841,This is what a baseball game looked like in a blacked-out Puerto Rico https://t.co/Na0MaQ3QbP https://t.co/nAdYdNm8GX, 1
Fri Apr 20 05:24:52 +0000 2018,987200406840401922,"A new study claims that Hans Asperger, the physician for whom Asperger's syndrome was named, actively cooperated wi… https://t.co/24QBckY7U6", 1
Fri Apr 20 05:14:25 +0000 2018,987197776793669632,Kanye West is life coaching on Twitter https://t.co/lB2fC6ZYKT https://t.co/wWEQzKSKsn, 1
Fri Apr 20 05:03:40 +0000 2018,987195071270440960,"A surgical hole has been found in a Stone Age cow skull, researchers say https://t.co/WY5LpGM7AP https://t.co/IGk71xEGBs", 1
Fri Apr 20 04:53:02 +0000 2018,987192393849016320,Deutsche Bank accidentally sent a $35 billion payment https://t.co/EyWWKpFhU1 https://t.co/VC13ap07xV, 1
Fri Apr 20 04:42:16 +0000 2018,987189684026699776,Surfing legend Laird Hamilton has been rescuing people from floods in Hawaii https://t.co/Zg8cHgHCzv https://t.co/kINqlGMIlj, 1
Fri Apr 20 04:31:04 +0000 2018,987186864296775685,"Tired of waiting for electricity in Puerto Rico, this man decided to build his own solar power system… https://t.co/b7fSzHL4jl", 1
Fri Apr 20 04:14:44 +0000 2018,987182757330776064,Exclusive: Ads from over 300 companies and organizations — from Adidas to Amazon — ran on YouTube channels promotin… https://t.co/blOAkLju7i, 1
Fri Apr 20 04:14:43 +0000 2018,987182751769088000,A grandmother accused of killing her husband before traveling across the country to impersonate and kill another wo… https://t.co/Ju0J5IwHme, 1
Fri Apr 20 04:03:59 +0000 2018,987180050754699264,Sen. Ted Cruz's embarrassing ode to Donald Trump is why people hate politicians | Analysis by @CillizzaCNN… https://t.co/FENLt1kunC, 1
Fri Apr 20 04:01:00 +0000 2018,987179298464387072,"""It feels great. It’s about time"": Sen. Tammy Duckworth made history by bringing her newborn baby onto the Senate f… https://t.co/Go1fB5a2D5", 1
Fri Apr 20 03:53:25 +0000 2018,987177392673259520,Many passengers aboard Southwest Airlines Flight 1380 appeared to be wearing their oxygen masks wrong during the pl… https://t.co/4gk4AQa4Qx, 1
Fri Apr 20 03:39:04 +0000 2018,987173778676383744,Dick's Sporting Goods plans to destroy all the assault-style weapons it pulled off its shelves… https://t.co/iH3hWyiBwx, 1
Fri Apr 20 03:23:47 +0000 2018,987169931417608193,"Qualcomm is laying off more than 1,500 people https://t.co/KCKXPGbNF1 https://t.co/UVyLGzFGdk", 1
Fri Apr 20 03:09:31 +0000 2018,987166343622483968,"Barbara Bush's code name was absolutely perfect, a CNN law enforcement analyst and former Secret Service agent writ… https://t.co/eQcIhVdf7t", 1
Fri Apr 20 02:58:30 +0000 2018,987163570239606794,"Alabama has executed Walter Leroy Moody, 83, who had been convicted of murder for the mail bombing death of a feder… https://t.co/3ERQe7KyeO", 1
Fri Apr 20 02:56:34 +0000 2018,987163084920885248,"A federal appeals court strikes another blow to the Trump administration's efforts to pressure sanctuary cities, up… https://t.co/Muxq4D7vL5", 1
Fri Apr 20 02:50:25 +0000 2018,987161534756540416,"A surgical hole has been found in a Stone Age cow skull, researchers say https://t.co/RlvGoaiTkQ https://t.co/P06jqTIgW7", 1
Fri Apr 20 02:36:20 +0000 2018,987157990565384194,The US Air Force is levying tough punishments against three members of the Tennessee Air National Guard involved in… https://t.co/Hzu60FZJbV, 1
Fri Apr 20 02:25:50 +0000 2018,987155348086763520,Read James Comey's memos https://t.co/c7rZbmLy43 https://t.co/SBKkDI3eCv, 1
Fri Apr 20 02:16:00 +0000 2018,987152874412167168,Joe Biden honors a student who was shot twice while stopping a rape https://t.co/sg8K7BqIXo https://t.co/0qyhVg5J5P, 1
Fri Apr 20 02:06:30 +0000 2018,987150482325098496,"RT @AC360: ""I don't think there are any big surprises here, just more detail. Except perhaps -- apparently the President wasn't such a big…", 1
Fri Apr 20 02:05:20 +0000 2018,987150192276377602,Former FBI Director James Comey's memos detail President Trump's comments on Russia and his reservations about Mich… https://t.co/BcYGjoRLgB, 1
Fri Apr 20 02:04:52 +0000 2018,987150072541581312,Special counsel Robert Mueller's team says it has not gone rogue https://t.co/qNNHDZJqDz https://t.co/EmzsKJDUtc, 1
Fri Apr 20 01:50:45 +0000 2018,987146521467674624,CNN has obtained copies of memos that James Comey kept on his conversations with Trump https://t.co/zbQdfqWFXc https://t.co/TbBppzkF0v, 1
Fri Apr 20 01:42:46 +0000 2018,987144509741060098,The Justice Department turned over to congressional committees a closely guarded set of memos that former FBI Direc… https://t.co/j4IL1nBOBH, 1
Fri Apr 20 01:35:00 +0000 2018,987142556814336000,"A new study claims that Hans Asperger, the physician for whom Asperger's syndrome was named, actively cooperated wi… https://t.co/FLUzU2NPdo", 1
Fri Apr 20 01:24:39 +0000 2018,987139951157547009,"Lawmakers narrowly confirmed Rep. Jim Bridenstine to be the next NASA administrator after Sen. Jeff Flake, who held… https://t.co/RaHxCdZaQ8", 1
Fri Apr 20 01:14:23 +0000 2018,987137369987043328,"While the US is already a dominant force in global weapons trade, President Donald Trump wants to make it easier to… https://t.co/hzHg2uoDnY", 1
Fri Apr 20 01:03:41 +0000 2018,987134676614766593,"A toddler shot her mom with a gun her dad left in their car, police say https://t.co/bM7cm1FBwM https://t.co/Q8MLFVtVz2", 1
Fri Apr 20 00:53:13 +0000 2018,987132042356903937,Deutsche Bank accidentally sent a $35 billion payment https://t.co/GxrrlPnDl3 https://t.co/rwwEeJ3tbD, 1
Fri Apr 20 00:42:24 +0000 2018,987129318345240576,Dick's Sporting Goods plans to destroy all the assault-style weapons it pulled off its shelves… https://t.co/45wGZHzFrr, 1
Fri Apr 20 00:31:56 +0000 2018,987126686675324929,Philadelphia Police Commissioner Richard Ross has apologized to two black men who were arrested while waiting for a… https://t.co/bVPnEY8YLr, 1
Fri Apr 20 00:21:54 +0000 2018,987124159674224640,Deputy Attorney General Rod Rosenstein told President Donald Trump that he's not a target in the investigation of h… https://t.co/gsYiyF1Zoc, 1
Fri Apr 20 00:11:31 +0000 2018,987121546866167808,Surfing legend Laird Hamilton has been rescuing people from floods in Hawaii https://t.co/zwMU1vYbai https://t.co/roxChHbas8, 1
Fri Apr 20 00:00:36 +0000 2018,987118800049930241,Two deputies were killed at a restaurant in Florida by a shooter who fired through a window and was found dead outs… https://t.co/WYSOBpTQT4, 1
Thu Apr 19 23:50:33 +0000 2018,987116272021311490,The North Carolina farm linked to a multistate outbreak of Salmonella from contaminated eggs had an ongoing rodent… https://t.co/hXBmbFL6Vl, 1
Thu Apr 19 23:39:13 +0000 2018,987113421148745730,"Democratic senators who have met with White House physician Ronny Jackson, President Trump's pick to lead the Depar… https://t.co/3gwRj40wVL", 1
Thu Apr 19 23:28:28 +0000 2018,987110712702054401,"The ""highest ranking MS-13"" member on the East Coast has been arraigned on felony drug trafficking and conspiracy c… https://t.co/rnhTGif38M", 1
Thu Apr 19 23:17:45 +0000 2018,987108018084044802,"One concussion could increase the risk of developing Parkinson's disease, according to new research in veterans… https://t.co/N5QR9MLKEv", 1
Thu Apr 19 23:04:41 +0000 2018,987104729141514240,Rudy Giuliani tells CNN he is joining Trump’s legal team to help “push” for an end to Robert Mueller’s investigatio… https://t.co/x0GAvcP8Ra, 1
Thu Apr 19 23:03:41 +0000 2018,987104477047152642,"Trump has not explicitly said he's bypassing chief of staff John Kelly with his newest hires, but multiple sources… https://t.co/gf2JXEkPg7", 1
Thu Apr 19 22:56:17 +0000 2018,987102612683198465,"""Former FBI director James Comey is very, very concerned with ensuring that he is not perceived as a political guy""… https://t.co/0Nb9RvdsTL", 1
Thu Apr 19 22:42:25 +0000 2018,987099123596840961,"Former FBI Director James Comey's memos about his interactions with President Donald Trump are ""likely"" to become p… https://t.co/eVFaAR5NVk", 1
Thu Apr 19 22:32:11 +0000 2018,987096551867678720,"Tired of waiting for electricity in Puerto Rico, this man decided to build his own solar power system… https://t.co/nWFAY2D3nk", 1
Thu Apr 19 22:28:46 +0000 2018,987095691477602305,Two federal regulators are close to fining Wells Fargo $1 billion for forcing customers into car insurance and char… https://t.co/PIKnCcFu4l, 1
Thu Apr 19 22:10:44 +0000 2018,987091149843259394,"Kristen Visbal, the artist who sculpted ""Fearless Girl,"" has been quietly selling full-size reproductions of the be… https://t.co/wfg8gDEJeC", 1
Thu Apr 19 21:55:17 +0000 2018,987087265267580928,The bursting of the bitcoin bubble is hurting Riot Blockchain. But news worsened when the company disclosed to inve… https://t.co/2sPtct9ADu, 1
